category,ask
影音娱乐,店铺拒保并要求付480元 本人于快手平台苏德利潮澜专卖店直播间购买该店铺智能马桶，快手直播间承诺整机质保10年3年4个月即坏，价款1380元。下单前，主播直播演示“抹布都能冲下去、不堵”，本人询问客服人员坏了怎么办，客服明确回复“整机质保10年”。本人基于该承诺购买。 2026年8月28日，马桶整体失灵，不能使用。距购买约3年4个月，仍在“整机质保10年”承诺期内。产品保护膜至今未撕，正常使...
教育,不主动告知消费者可以冻结学籍且频繁更换班主任未尽到课程告知提醒且经常打引导消费者消费电话，欺骗客户签署暂停课程协议，停课不停学、霸王条款、拒绝退未开通课程费用 高顿教育，且停课不停学，欺骗消费者所谓VIP服务根本没做到，未告知清楚协议内容，拒绝退未开通课程费用
服饰鞋包,平台以此拒绝极速退款，遭淘宝非本人确认收货平台拒绝极速退钱诉求 确认收货非本人操作
物流快递,于2026年9月18日19时15分到丰巢柜投送快递，丰巢柜包裹不翼而飞 我于2026年9月17日下单丰巢柜物流退货，快递员告诉我柜门打开无包裹！接着我致电人工客服，后20:54分，选的小柜体投放成功，我到丰巢柜前他远程打开柜体，我的退货包裹不翼而飞，那请问，包裹去哪里了？客服3-7个工作日才回复，那么简单的事，调个监控就可以，为什么要那么久？
影音娱乐,芒果tv，自动续费项目问题 自2025年09月17日起，被芒果tv以自动续费方式连续扣费12个月，累计金额264元。该平台每次续费前未通过短信等有效方式提醒，且时间多次在芒果tv平台内手动关闭自动续费后依然在持续扣款，支付平台及芒果tv平台未提供可直接取消自动续费的功能；其行为违反《中华人民共和国消费者权益保护法》第26条、《中华人民共和国民法...
数码3C,联系售后，售后客服大多是自动回复，只让寄回检测，事前未告知维修收费。出现严重掉皮质量问题问题，迈从耳机掉皮售后说要收近百维修费事前没说太坑 迈从耳机使用不到一年。寄到之后才通知处理掉皮要收取近百元维修费，事前如说明我不会寄回，商户现在直接将耳机退回。迈从售后隐瞒收费，服务差，特此反映问题，要求妥善处理。
旅游出行,也没有享受到该升级服务，不知情情况下被扣取服务费，...我本人没有主动勾选购买该增值服务。去哪儿 APP 抢票底部弹窗诱导消费，默认勾选二等升一等增值服务费 本人在去哪儿 APP 进行火车票抢票，选择二等座抢票，在抢票下单页面底部弹出浮窗，用大号字体宣传【抢不到二等座，免费升级一等座，免差价】，该增值服务选项**默认勾选**，收费说明使用极小字体隐藏，没有醒目提示存在服务费。
服饰鞋包,老凤祥回收 我与2026-09-12日在广西省南宁市兴宁西关新天地店购买金18k项链，因销售员忽悠，拿我的原旧项链加吊坠一起3.3克的重量换给我一条很细的才1.68克的金18k项链，我要求退回我本人自己的以前的项链，她们拒绝，不给解决。我的诉求是全额退款，赔偿损失
服饰鞋包,红袖女装销售存在品质问题的货物且拒绝退货退款 9月5日，我在红袖女装加盟店建湖县兴建路南侧5-166号HOPESHOW（建湖县樱华服装店）购买一件藏蓝色针织衫和一件白色裙子，共计花费799元。发现问题后，我于16日微信联系商家要求换货，商家以洗涤错误拒...在仅洗一次套袋机洗后发现，藏蓝色针织衫严重褪色并发白，已不能穿着，存在明显的质量问题（色牢度不符合国家标准）。
通讯运营商,我是2024年8月多办的校园卡，当时宣传的是四年都是38的套餐，现在突然给我把套餐变了，中国移动套餐宣传问题 这个卡属于校园卡
电商平台,8月七号到了，虚假假货 8月三号下单了，发现不好用放着，今天准备卖给街上手机店，到了我也没用，约好了去看一下，到手机店，发现全是组装的，买的时候保证原装
医疗健康,2026年8月在长沙和谐医院遭遇过度治疗，申请退还多余治疗费 我要反映问题长沙和谐医院严重夸大病情，过度治疗。最终检查结果说尿道里面存在感染红肿，白细胞偏高，判定的尿路感染，而且感染比较严重已经影响到精囊腺和前列腺了，要我做赶紧治疗。到医院以后做了一系列检查，检查费用589元。2026年8月1号，本人因对性生活兴趣不大，前往长沙和谐医院检查，对接医生为夏*医生。 随后就...
旅游出行,以此舒缓身心，没成想园内管理不能保障，导致治愈变致郁，迪士尼未能提供约定的核心服务 本人自幼憧憬迪士尼及长购年票获得一个基本有序、文明的休闲环境。第一次去人满为患，到处排长队，在小矮人的矿车排队，谩骂声一阵阵，垃圾和痰液很脏，还有游客差点随地小便，也没有管理人员出现，太令人发怵了。过隧道时气味难闻呕吐。本是希望获得迪士尼所宣...
数码3C,苹果商店出售虚假备案号软件，且无理地拒绝消费者正当维权要求 本人于2026年9月6日在苹果商店下载了名为习惯清单的软件，并且进行了打开试用，而在刚打开的过程中，该软件多次无故弹窗提示、暗示、引导我进行充值使用，且无法关闭那些弹窗！在不堪侵扰的引导作用下，我进行了终身会员的充值，而在进入页面看到页面真正的使用状况后，发现该软件不适合本人，于是立即！！！在9月6日进...
电商平台,不要跟我解释啥原因。 我买的鞋子有瑕疵。拼多多始终不处理。我收到就是这样。我需要补偿5元。拼多多客服一直不处理。就让我一个劲退货。说回复我连个电话也没接到。
共享出行,貔貅生活无提醒自动扣我99元我没签代扣协议 本人建设银行尾号1360银行卡，于2026-09-17 05:20，通过云闪付银联无卡支付，被特约商户【貔貅生活】自动代扣99元，交易流水号：611***。 本人没有主动开通貔貅生活会员，没有确认本次支付，没有主动勾选会员代扣协议，属于扫码租借设备时被隐蔽签约免密特约代扣，扣款前无任何提醒。 诉求： 1. 全额退还被扣的99元； ...
电商平台,买的时候宣传续航15天，质保10年，浙江淘宝网络有限公司 在严选买的。现在才3个月，续航5个小时。我买东西是冲严选买的，不是冲商家，商家跑路，货品出现问题，严选应该负全部责任，不是一味推脱。联系售后人员，严选客服说商量不干了，严重违背了严选当时的承诺。
金融支付,众安在线汽车服务（新疆）有限公司拒绝付款 我于2025年12月28日购买了该公司的保险业务，该公司拒绝打款，发生事故之后交警出具责任认定书后车辆定损完成后，一直迟迟不办。
共享出行,返还费用 我今天中午在美团众包订了一块电池，订多了申请退一块电池客服人员不回复
教育,需花费29800买股票投顾课程，每天催促听课学习跟着操作反而亏钱，领资料后被催购荐股课操作亏损要求顶点财经退29800 在直播中领取顶点财经投顾投资资料后，宣传全是夸大虚假。找店家协商退钱一直没有合理答复，救助平台合理维权全额退还29800元荐股费用。
电商平台,翻到以前的购买记录，也才90来块，135.9一桶 ，鲁花京东自营旗舰店食用油价格乱标 我9.8号购买了两桶食用油，9.17号发现他们价格降价89.9一桶 不可能一周多降价40多块吧，那我这次购买为啥价格那么贵 两桶食用油我多花了八九十，
服饰鞋包,骆驼官方小程序充值3000元送露营椅套装却无货，要求正常发货或等值替换 于2026年9月16号在骆驼官方小程序充值3000元，获得露营椅套装一套，结果显示无货，宣传页没有告知无货，门店人员也没有告知无货，要求正常发货，或给我等价值产品
游戏,4399游戏店遇到问题客服不能及时处理 2026年9月18日4时44分，刚开始我还以为4399游戏店就是4399的官方店铺。看到有特价点券充值，我还觉得挺不错的，随即便充了。但是它没有立即发货，引起了我的怀疑。 后来我才知道，4399游戏店并不是4399的官方店铺，而且这种点券属于盗刷点券，不合规，严重的话甚至会引起账号封禁。我想退款，但是没有退款按钮，而且客...
汽车,南京九号板仓街店售卖3月份展车未事前告知 本人于2026.9.12日在南京九号板仓街店购买了一辆黑色九号fz3 30加装60v 20a电池（3799）。实际生产日期2026.3月， 店家未告知是库存展车。 车子默认更换了第三方座椅加收300元，原装座椅并未归还。反复催促最后就不回复消息了。索要原装座椅回复没了，找同行要，然后无后续。 核心问题：1. 销售前未告知库存车，库存展车...
